# Simulation 9 (Up to date)
# 494 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (20.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
5.7472,625.03,40.742,-13.842,40.753,13.846,17.896,0.0043451,17.896,0.013911,0.98253,0.33957,28.61,-80.6,9.7903,0.034753,0.0080033,-0.74983,0.012041,190.23,0,0.0053728,6.5299e-5,42.984,34.663,2.0012,0.12087,1475186,0,0.77327,0.59181,0.59182,0.30566,0.16425,0.1219,0.0066752,0.013091,-7.7919e-5,0,0,0,0,-8.3554e-6,0.0052183,4.158,13.579,85.928,0.011652,NaN,10.937,940.64,337.93,0.05,0.047693
5.7972,627.05,40.053,-13.695,40.065,13.704,17.945,0.0043647,17.945,0.013936,0.96191,0.47995,28.61,-80.6,9.7903,0.15441,0.0080027,0.29838,4.9472e-4,190.23,0,0.0053728,6.5299e-5,42.945,34.663,1.9919,0.11885,1450222,0,0.74735,0.59172,0.59177,0.30568,0.16421,0.12184,0.029748,0.059702,-2.9524e-5,0,0,0,0,1.3686e-6,0.0051301,4.158,13.579,85.945,0.0091686,NaN,10.924,940.41,337.92,0.05,0.04787
5.8472,629.04,39.372,-13.562,39.383,13.57,17.992,0.0043848,17.992,0.013963,0.93744,0.4802,28.61,-80.6,9.7902,0.16453,0.0080028,2.064,0.0030746,190.23,0,0.0053728,6.5299e-5,42.941,34.663,1.9909,0.11684,1425459,0,0.72203,0.59163,0.59168,0.30569,0.16417,0.12177,0.031703,0.062604,-1.0801e-5,0,0,0,0,6.7757e-5,0.0050428,4.158,13.579,85.886,0.007591,NaN,10.911,940.19,337.91,0.05,0.048019
5.8972,630.99,38.697,-13.436,38.708,13.442,18.039,0.0044048,18.039,0.013991,0.91486,0.41304,28.61,-80.6,9.7902,0.11436,0.0080039,3.5301,0.0096048,190.23,0,0.0053728,6.5299e-5,42.957,34.663,1.9946,0.11485,1400981,0,0.69739,0.59155,0.59157,0.3057,0.16413,0.12171,0.022005,0.044041,-2.8517e-4,0,0,0,0,2.0513e-4,0.0049563,4.158,13.579,85.744,0.0051043,NaN,10.899,939.97,337.9,0.05,0.048185
5.9472,632.91,38.028,-13.332,38.038,13.333,18.084,0.0044242,18.084,0.014017,0.90209,0.098417,28.61,-80.6,9.7902,0.15696,0.0080034,-3.3323,0.002969,190.23,0,0.0053728,6.5299e-5,42.942,34.663,1.9912,0.11286,1376387,0,0.67313,0.59146,0.59151,0.30572,0.16409,0.12166,0.030232,0.060593,2.6659e-4,0,0,0,0,-1.8933e-4,0.0048706,4.158,13.579,85.561,6.3613e-4,NaN,10.886,939.76,337.9,0.05,0.048336
5.9972,634.79,37.364,-13.211,37.375,13.212,18.129,0.0044423,18.129,0.01404,0.89834,0.076267,28.61,-80.6,9.7902,0.18051,0.0080049,-1.6213,0.0022298,190.23,0,0.0053728,6.5299e-5,42.934,34.663,1.9892,0.11091,1352349,0,0.64982,0.59138,0.59144,0.30573,0.16405,0.1216,0.034788,0.069462,2.6416e-4,0,0,0,0,-4.6409e-5,0.0047857,4.158,13.579,85.437,-0.0033108,NaN,10.874,939.55,337.89,0.05,0.048448
6.0472,636.65,36.706,-13.094,36.717,13.094,18.174,0.0044585,18.174,0.014056,0.89567,0.041606,28.61,-80.6,9.7902,0.21221,0.0080036,0.23032,-0.0049916,190.23,0,0.0053728,6.5299e-5,42.924,34.663,1.9867,0.10896,1328361,0,0.62698,0.5913,0.59138,0.30574,0.16401,0.12154,0.040926,0.081366,7.623e-5,0,0,0,0,9.7045e-7,0.0047015,4.158,13.579,85.401,-0.0059406,NaN,10.862,939.34,337.88,0.05,0.048554
6.0972,638.46,36.055,-12.96,36.066,12.963,18.218,0.0044723,18.218,0.014065,0.8884,0.2593,28.61,-80.6,9.7902,0.0023084,0.0080032,-1.1106,-0.50168,190.23,0,0.0053728,6.5299e-5,42.99,34.663,2.0026,0.10705,1304908,0,0.60494,0.59122,0.59122,0.30576,0.16398,0.12149,4.4275e-4,0.0013586,4.7401e-4,0,0,0,0,-2.3375e-5,0.0046181,4.158,13.579,85.445,-0.0069073,NaN,10.85,939.14,337.87,0.05,0.048678
6.1472,640.25,35.41,-12.841,35.421,12.845,18.263,0.004484,18.263,0.014068,0.87327,0.33477,28.61,-80.6,9.7902,0.090076,0.0080033,-0.78418,-0.014393,190.23,0,0.0053728,6.5299e-5,42.961,34.663,1.9957,0.10514,1281449,0,0.58339,0.59115,0.59116,0.30577,0.16394,0.12144,0.017315,0.034455,1.7582e-4,0,0,0,0,-1.2082e-5,0.0045355,4.158,13.579,85.498,-0.0023749,NaN,10.838,938.94,337.87,0.05,0.048784
6.1972,642.01,34.771,-12.724,34.781,12.731,18.306,0.0044945,18.306,0.014068,0.8543,0.41623,28.61,-80.6,9.7902,0.18768,0.0080039,0.38776,-0.012811,190.23,0,0.0053728,6.5299e-5,42.93,34.663,1.9881,0.10326,1258299,0,0.56253,0.59107,0.59114,0.30578,0.16391,0.12139,0.036164,0.071724,1.5255e-4,0,0,0,0,3.063e-6,0.0044536,4.158,13.579,85.511,0.0047157,NaN,10.827,938.74,337.86,0.05,0.048891
6.2472,643.73,34.138,-12.611,34.148,12.621,18.348,0.0045052,18.348,0.014069,0.83088,0.50796,28.61,-80.6,9.7902,0.29834,0.0080023,2.3556,-0.015973,190.23,0,0.0053728,6.5299e-5,42.894,34.663,1.9796,0.10141,1235531,0,0.54244,0.591,0.59116,0.30579,0.16387,0.12134,0.057647,0.11436,-4.5349e-4,0,0,0,0,1.1721e-4,0.0043725,4.158,13.579,85.446,0.012252,NaN,10.816,938.55,337.85,0.05,0.049059
6.2972,645.42,33.51,-12.509,33.519,12.518,18.389,0.0045173,18.389,0.014075,0.80623,0.46253,28.61,-80.6,9.7902,0.25915,0.0080003,4.5512,-0.016861,190.23,0,0.0053728,6.5299e-5,42.906,34.663,1.9824,0.099563,1212889,0,0.5227,0.59093,0.59106,0.3058,0.16384,0.12129,0.050021,0.098675,-3.5987e-4,0,0,0,0,4.5391e-4,0.004292,4.158,13.579,85.272,0.015862,NaN,10.805,938.36,337.85,0.05,0.049223
6.3472,647.08,32.886,-12.428,32.896,12.429,18.429,0.0045312,18.429,0.014088,0.78945,0.20347,28.61,-80.6,9.7902,0.035796,0.0080006,-5.407,-0.11795,190.23,0,0.0053728,6.5299e-5,42.977,34.663,1.9994,0.097707,1190104,0,0.50313,0.59086,0.59087,0.30582,0.16381,0.12124,0.0068692,0.01453,2.9428e-4,0,0,0,0,-6.6526e-4,0.0042121,4.158,13.579,85.014,0.014636,NaN,10.794,938.18,337.84,0.05,0.049395
6.3972,648.71,32.267,-12.338,32.277,12.338,18.468,0.0045467,18.468,0.014106,0.78181,0.11556,28.61,-80.6,9.7902,0.14679,0.0080006,-4.6958,-0.019371,190.23,0,0.0053728,6.5299e-5,42.941,34.663,1.9908,0.095891,1167809,0,0.48448,0.5908,0.59084,0.30583,0.16378,0.1212,0.028247,0.056403,-3.4322e-4,0,0,0,0,-5.2095e-4,0.0041329,4.158,13.579,84.758,0.011479,NaN,10.783,937.99,337.83,0.05,0.049579
6.4472,650.31,31.653,-12.247,31.662,12.247,18.507,0.0045633,18.507,0.014128,0.77744,0.068393,28.61,-80.6,9.7902,0.21146,0.0080012,-3.4335,-0.0066819,190.23,0,0.0053728,6.5299e-5,42.92,34.663,1.9857,0.094087,1145675,0,0.46632,0.59073,0.59082,0.30584,0.16375,0.12115,0.040757,0.081267,1.6265e-4,0,0,0,0,-2.8931e-4,0.0040542,4.158,13.579,84.553,0.0094789,NaN,10.773,937.82,337.83,0.05,0.049726
6.4972,651.87,31.042,-12.161,31.052,12.161,18.546,0.0045805,18.546,0.014151,0.77641,0.01871,28.61,-80.6,9.7902,0.32796,0.0080032,-1.6295,-0.0047948,190.23,0,0.0053728,6.5299e-5,42.882,34.663,1.9767,0.092277,1123473,0,0.4485,0.59067,0.59087,0.30585,0.16372,0.12111,0.063397,0.12586,8.4482e-5,0,0,0,0,-6.775e-5,0.0039761,4.158,13.579,84.424,0.0076025,NaN,10.763,937.64,337.82,0.05,0.049838
6.5472,653.41,30.437,-12.054,30.447,12.055,18.584,0.004598,18.584,0.014175,0.77353,0.14671,28.61,-80.6,9.7902,0.10764,0.0080033,-0.1767,5.1226e-4,190.23,0,0.0053728,6.5299e-5,42.952,34.663,1.9934,0.090517,1101900,0,0.43131,0.59061,0.59063,0.30586,0.16369,0.12107,0.020689,0.041115,1.6347e-4,0,0,0,0,-8.2795e-7,0.0038986,4.158,13.579,84.385,0.006138,NaN,10.753,937.47,337.82,0.05,0.05
6.5972,654.92,29.837,-11.943,29.847,11.95,18.623,0.0046154,18.623,0.0142,0.75959,0.40723,28.61,-80.6,9.7902,0.26717,0.008003,0.65279,0.0013942,190.23,0,0.0053728,6.5299e-5,42.9,34.663,1.9811,0.088794,1080782,0,0.41501,0.59055,0.59068,0.30587,0.16366,0.12102,0.05156,0.10249,8.4169e-5,0,0,0,0,1.1743e-5,0.0038218,4.158,13.579,84.373,0.0061458,NaN,10.743,937.3,337.81,0.05,0.050187
6.6472,656.39,29.242,-11.87,29.251,11.872,18.66,0.0046329,18.66,0.014225,0.74282,0.24664,28.61,-80.6,9.7902,0.052206,0.0080028,1.6714,0.010882,190.23,0,0.0053728,6.5299e-5,42.968,34.663,1.9975,0.087001,1058812,0,0.39822,0.59049,0.5905,0.30588,0.16363,0.12098,0.010019,0.020071,-1.8544e-4,0,0,0,0,8.0193e-5,0.0037455,4.158,13.579,84.31,0.0047243,NaN,10.733,937.14,337.8,0.05,0.05031
6.6972,657.84,28.65,-11.785,28.66,11.788,18.697,0.0046501,18.697,0.01425,0.73041,0.25582,28.61,-80.6,9.7902,0.076393,0.0080028,2.0056,0.01337,190.23,0,0.0053728,6.5299e-5,42.96,34.663,1.9955,0.08526,1037495,0,0.38235,0.59044,0.59045,0.30589,0.16361,0.12095,0.014669,0.029489,8.0708e-5,0,0,0,0,1.2024e-4,0.0036698,4.158,13.579,84.218,0.0028642,NaN,10.724,936.97,337.8,0.05,0.050474
6.7472,659.26,28.063,-11.714,28.072,11.714,18.733,0.0046667,18.733,0.014273,0.72038,0.143,28.61,-80.6,9.7902,0.093344,0.008003,-1.9849,0.0098508,190.23,0,0.0053728,6.5299e-5,42.954,34.663,1.9941,0.083504,1015990,0,0.36666,0.59038,0.5904,0.30589,0.16358,0.12091,0.01793,0.035454,4.9554e-4,0,0,0,0,-1.2278e-4,0.0035945,4.158,13.579,84.115,0.0027215,NaN,10.715,936.82,337.79,0.05,0.05064
6.7972,660.65,27.479,-11.648,27.488,11.648,18.769,0.0046829,18.769,0.014295,0.71707,0.0051325,28.61,-80.6,9.7901,0.33345,0.0080032,-0.87182,0.005633,190.23,0,0.0053728,6.5299e-5,42.878,34.663,1.9757,0.081744,994452,0,0.35139,0.59033,0.59053,0.3059,0.16356,0.12087,0.064446,0.12757,1.1123e-4,0,0,0,0,-2.4717e-5,0.0035198,4.158,13.579,84.039,0.0042974,NaN,10.706,936.66,337.79,0.05,0.050845
6.8472,662.01,26.899,-11.562,26.908,11.562,18.805,0.0046988,18.805,0.014316,0.71544,0.08252,28.61,-80.6,9.7901,0.18286,0.0080041,0.4606,0.0045791,190.23,0,0.0053728,6.5299e-5,42.925,34.663,1.987,0.080041,973616,0,0.33674,0.59028,0.59034,0.30591,0.16353,0.12083,0.035203,0.069548,4.1487e-4,0,0,0,0,7.1961e-6,0.0034455,4.158,13.579,84.032,0.0068055,NaN,10.697,936.51,337.78,0.05,0.051021
6.8972,663.34,26.322,-11.485,26.332,11.485,18.841,0.0047148,18.841,0.014338,0.71109,0.090109,28.61,-80.6,9.7901,0.1605,0.0080038,1.2691,0.0071959,190.23,0,0.0053728,6.5299e-5,42.932,34.663,1.9886,0.078325,952627,0,0.32236,0.59023,0.59027,0.30592,0.16351,0.1208,0.030879,0.060951,3.668e-5,0,0,0,0,5.7052e-5,0.0033718,4.158,13.579,84.075,0.0089444,NaN,10.688,936.36,337.78,0.05,0.051137
6.9472,664.64,25.75,-11.409,25.76,11.41,18.876,0.0047312,18.876,0.014361,0.70628,0.10405,28.61,-80.6,9.7901,0.12245,0.008004,1.9218,0.008175,190.23,0,0.0053728,6.5299e-5,42.944,34.663,1.9915,0.076617,931748,0,0.30838,0.59018,0.5902,0.30593,0.16348,0.12076,0.023535,0.047166,-3.0938e-4,0,0,0,0,1.3673e-4,0.0032985,4.158,13.579,84.156,0.011018,NaN,10.68,936.21,337.77,0.05,0.051367
6.9972,665.91,25.181,-11.335,25.191,11.336,18.911,0.0047481,18.911,0.014385,0.70056,0.12567,28.61,-80.6,9.7901,0.064723,0.0080037,2.3303,0.014595,190.23,0,0.0053728,6.5299e-5,42.962,34.663,1.9958,0.07492,911004,0,0.29479,0.59013,0.59014,0.30594,0.16346,0.12073,0.01242,0.024187,1.1668e-4,0,0,0,0,2.1025e-4,0.0032257,4.158,13.579,84.263,0.011982,NaN,10.672,936.07,337.77,0.05,0.051601
7.0472,667.16,24.617,-11.25,24.627,11.254,18.946,0.0047655,18.946,0.014412,0.68978,0.30697,28.61,-80.6,9.7901,0.32814,0.0080036,-1.8045,0.0047488,190.23,0,0.0053728,6.5299e-5,42.878,34.663,1.9756,0.073278,890938,0,0.28203,0.59008,0.59028,0.30594,0.16344,0.1207,0.063395,0.12559,4.4472e-5,0,0,0,0,-1.3179e-4,0.0031534,4.158,13.579,84.373,0.011095,NaN,10.663,935.93,337.76,0.05,0.05184
7.0972,668.37,24.056,-11.175,24.066,11.182,18.98,0.0047834,18.98,0.01444,0.67155,0.41197,28.61,-80.6,9.7901,0.5836,0.0080037,0.029997,0.0022122,190.23,0,0.0053728,6.5299e-5,42.797,34.663,1.9563,0.071638,870901,0,0.26968,0.59004,0.59065,0.30595,0.16342,0.12067,0.11348,0.22213,4.477e-4,0,0,0,0,3.8108e-8,0.0030816,4.158,13.579,84.421,0.0098465,NaN,10.656,935.8,337.76,0.05,0.052033
7.1472,669.56,23.5,-11.093,23.508,11.112,19.013,0.0048014,19.013,0.014469,0.64507,0.64063,28.61,-80.6,9.7901,1.1187,0.0080054,3.2347,0.0020136,190.23,0,0.0053728,6.5299e-5,42.633,34.663,1.9167,0.070065,851695,0,0.25861,0.59,0.59219,0.30596,0.1634,0.12064,0.2205,0.42199,-3.9105e-4,0,0,0,0,4.6325e-4,0.0030102,4.158,13.579,84.347,0.0089867,NaN,10.648,935.66,337.75,0.048952,0.052222
7.1962,670.7,22.958,-11.045,22.966,11.054,19.044,0.0048191,19.044,0.014499,0.61787,0.44982,28.61,-80.6,9.7901,0.73837,0.0080067,6.5785,0.0030044,190.23,0,0.0053728,6.5299e-5,42.749,34.663,1.9446,0.068432,831755,0,0.24613,0.58995,0.59093,0.30596,0.16338,0.12061,0.14413,0.278,-2.3558e-4,0,0,0,0,0.0020086,0.0029408,4.158,13.579,84.101,0.0075932,NaN,10.64,935.54,337.75,0.05,0.052418
7.2462,671.83,22.407,-10.989,22.415,10.996,19.075,0.0048371,19.075,0.01453,0.5973,0.37742,28.61,-80.6,9.7901,0.59364,0.0080074,8.822,0.0051501,190.23,0,0.0053728,6.5299e-5,42.793,34.663,1.9553,0.066824,812134,0,0.23452,0.58991,0.59054,0.30597,0.16336,0.12058,0.11545,0.22156,3.4804e-4,0,0,0,0,0.0037882,0.0028702,4.158,13.579,83.714,0.0061118,NaN,10.633,935.41,337.74,0.05,0.052667
7.2962,672.94,21.859,-10.949,21.866,10.95,19.104,0.0048549,19.104,0.014561,0.58315,0.18387,28.61,-80.6,9.7901,0.11369,0.0080072,9.9822,0.032114,190.23,0,0.0053728,6.5299e-5,42.944,34.663,1.9916,0.065189,792183,0,0.22291,0.58987,0.5899,0.30598,0.16334,0.12055,0.021839,0.038399,1.0447e-4,0,0,0,0,0.0050966,0.0027999,4.158,13.579,83.237,0.0049801,NaN,10.626,935.29,337.74,0.05,0.052843
7.3462,674.02,21.312,-10.904,21.32,10.904,19.133,0.0048725,19.133,0.014591,0.57676,0.07985,28.61,-80.6,9.7901,0.17688,0.0080073,-9.8189,0.022201,190.23,0,0.0053728,6.5299e-5,42.924,34.663,1.9867,0.063589,772661,0,0.21207,0.58983,0.58989,0.30598,0.16332,0.12053,0.03403,0.072739,-4.0902e-4,0,0,0,0,-0.0051827,0.00273,4.158,13.579,82.738,0.0040706,NaN,10.619,935.17,337.73,0.05,0.053016
7.3962,675.07,20.768,-10.869,20.776,10.869,19.162,0.0048898,19.162,0.014621,0.57649,0.066935,28.61,-80.6,9.7901,0.61301,0.0080073,-8.6151,0.0073131,190.23,0,0.0053728,6.5299e-5,42.786,34.663,1.9536,0.06197,752914,0,0.20158,0.5898,0.59047,0.30599,0.16331,0.1205,0.11926,0.23688,-1.6341e-4,0,0,0,0,-0.0042011,0.0026603,4.158,13.579,82.272,0.0042084,NaN,10.612,935.05,337.73,0.038568,0.053192
# Event EJECTION_CHARGE occurred at t=7.4348 seconds
7.4348,675.87,20.349,-10.835,20.358,10.836,19.184,0.0049029,19.184,0.014643,0.58009,0.11213,28.61,-80.6,9.7901,0.77087,0.0080073,-7.0693,0.005089,190.23,0,0.0053728,6.5299e-5,42.737,34.663,1.9418,0.060741,737930,0,0.19376,0.58977,0.59083,0.306,0.16329,0.12048,0.15057,0.29495,1.7952e-4,0,0,0,0,-0.0029445,0.0026068,4.158,13.579,81.969,0.0046989,NaN,10.607,934.96,337.73,0.0025,0.053638
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=7.4358 seconds
7.4434,676.04,19.825,-80.82,20.487,81.327,19.189,0.0049059,19.189,0.014648,0.52464,9.0651,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.060662,736963,0,13.622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026033,NaN,NaN,NaN,NaN,2.0125,10.607,934.95,337.73,0.006148,0.11029
7.4498,676.17,19.328,-77.392,19.987,77.874,19.192,0.004908,19.192,0.014652,0.46907,8.6546,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.059181,718973,0,12.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025395,NaN,NaN,NaN,NaN,2.0127,10.606,934.94,337.73,0.0064206,0.11033
7.4565,676.29,18.832,-74.048,19.487,74.507,19.195,0.0049101,19.195,0.014656,0.41368,8.2542,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.057701,700984,0,12.324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024756,NaN,NaN,NaN,NaN,2.013,10.605,934.93,337.73,0.0067108,0.11039
7.4636,676.42,18.335,-70.792,18.988,71.23,19.198,0.0049123,19.198,0.014661,0.35833,7.8856,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.056224,683025,0,11.701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024118,NaN,NaN,NaN,NaN,2.0199,10.604,934.91,337.72,0.0070195,0.11042
7.4709,676.56,17.838,-67.621,18.489,68.038,19.2,0.0049146,19.2,0.014666,0.30301,7.527,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.054746,665070,0,11.094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002348,NaN,NaN,NaN,NaN,2.0273,10.603,934.9,337.72,0.0073488,0.11045
7.4786,676.69,17.341,-64.535,17.99,64.932,19.202,0.0049169,19.202,0.014671,0.24774,7.1777,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.053269,647117,0,10.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022843,NaN,NaN,NaN,NaN,2.035,10.602,934.88,337.72,0.0077003,0.11048
7.4867,676.83,16.844,-61.533,17.491,61.912,19.204,0.0049193,19.204,0.014677,0.19252,6.8379,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.051792,629167,0,9.9287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022205,NaN,NaN,NaN,NaN,2.0431,10.602,934.87,337.72,0.008076,0.1105
7.4952,676.97,16.347,-58.616,16.993,58.977,19.206,0.0049217,19.206,0.014683,0.13735,6.5073,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.050315,611219,0,9.3704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021568,NaN,NaN,NaN,NaN,2.0516,10.601,934.85,337.72,0.008478,0.11053
7.5041,677.11,15.85,-55.785,16.494,56.127,19.206,0.0049242,19.206,0.01469,0.082243,6.1861,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.048839,593275,0,8.8284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002093,NaN,NaN,NaN,NaN,2.0605,10.6,934.84,337.72,0.0089084,0.11056
7.5134,677.26,15.353,-53.039,15.996,53.365,19.207,0.0049268,19.207,0.014697,0.027078,5.8878,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.047364,575358,0,8.3033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020294,NaN,NaN,NaN,NaN,2.0748,10.599,934.82,337.72,0.0093694,0.11061
7.5233,677.41,14.856,-50.381,15.499,50.693,19.207,0.0049294,19.207,0.014705,0.028303,5.6147,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.045893,557476,0,7.7952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019657,NaN,NaN,NaN,NaN,2.0958,10.598,934.8,337.72,0.0098633,0.11064
7.5337,677.56,14.359,-47.808,15.002,48.106,19.206,0.0049321,19.206,0.014713,0.083905,5.3497,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.044422,539603,0,7.3035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019021,NaN,NaN,NaN,NaN,2.118,10.597,934.79,337.72,0.010394,0.11067
7.5447,677.72,13.862,-45.32,14.506,45.605,19.205,0.0049348,19.205,0.014722,0.13974,5.0929,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.042952,521739,0,6.8279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018385,NaN,NaN,NaN,NaN,2.1414,10.596,934.77,337.72,0.010964,0.1107
7.5562,677.87,13.365,-42.917,14.01,43.189,19.203,0.0049377,19.203,0.014732,0.19582,4.8441,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.041483,503885,0,6.3687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001775,NaN,NaN,NaN,NaN,2.1661,10.595,934.75,337.72,0.011577,0.11075
7.5685,678.03,12.869,-40.59,13.51,40.843,19.201,0.0049406,19.201,0.014743,0.25144,4.5429,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.040003,485907,0,5.9224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017115,NaN,NaN,NaN,NaN,2.1665,10.594,934.74,337.72,0.012242,0.1108
7.5814,678.2,12.372,-38.34,13.007,38.569,19.197,0.0049436,19.197,0.014755,0.30588,4.1996,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.038514,467809,0,5.4895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001648,NaN,NaN,NaN,NaN,2.1436,10.593,934.72,337.72,0.012964,0.11083
7.5952,678.36,11.874,-36.175,12.504,36.381,19.192,0.0049466,19.192,0.014767,0.35906,3.8693,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.037024,449706,0,5.0729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015846,NaN,NaN,NaN,NaN,2.1194,10.592,934.7,337.72,0.013743,0.11086
7.6098,678.53,11.377,-34.095,12,34.279,19.187,0.0049498,19.187,0.014781,0.41087,3.5521,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.035534,431597,0,4.6726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015212,NaN,NaN,NaN,NaN,2.0937,10.591,934.68,337.72,0.014586,0.11089
7.6253,678.71,10.88,-32.107,11.501,32.276,19.18,0.0049531,19.18,0.014796,0.46199,3.3002,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.034054,413619,0,4.2915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014579,NaN,NaN,NaN,NaN,2.0925,10.59,934.66,337.72,0.015491,0.11092
7.6417,678.88,10.382,-30.207,11.003,30.364,19.172,0.0049564,19.172,0.014812,0.51278,3.0845,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.032581,395715,0,3.9281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013946,NaN,NaN,NaN,NaN,2.1049,10.588,934.64,337.72,0.016467,0.11095
