# Simulation 9 (Up to date)
# 494 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (20.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
7.6592,679.06,9.8848,-28.393,10.506,28.538,19.162,0.0049598,19.162,0.01483,0.5632,2.8776,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.031108,377822,0,3.5809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013314,NaN,NaN,NaN,NaN,2.118,10.587,934.62,337.71,0.01752,0.11098
7.6779,679.24,9.3871,-26.649,10,26.775,19.152,0.0049634,19.152,0.014849,0.61151,2.5869,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.029612,359646,0,3.2447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012682,NaN,NaN,NaN,NaN,2.0792,10.586,934.6,337.71,0.018674,0.11103
7.6979,679.42,8.8891,-24.979,9.4874,25.078,19.139,0.004967,19.139,0.01487,0.65592,2.2275,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.028093,341195,0,2.9203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012052,NaN,NaN,NaN,NaN,1.9874,10.585,934.58,337.71,0.019938,0.11107
7.7192,679.6,8.3907,-23.395,8.9743,23.471,19.124,0.0049707,19.124,0.014892,0.69616,1.8891,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.026574,322736,0,2.6129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011421,NaN,NaN,NaN,NaN,1.8894,10.584,934.56,337.71,0.021303,0.1111
7.7419,679.79,7.8922,-21.912,8.4708,21.976,19.108,0.0049746,19.108,0.014916,0.73439,1.6802,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.025083,304627,0,2.328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010791,NaN,NaN,NaN,NaN,1.8585,10.583,934.54,337.71,0.022752,0.11112
7.7662,679.98,7.3935,-20.515,7.9685,20.569,19.09,0.0049785,19.09,0.014942,0.77074,1.4956,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.023595,286556,0,2.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010161,NaN,NaN,NaN,NaN,1.8342,10.581,934.52,337.71,0.024308,0.11115
7.7922,680.16,6.8947,-19.207,7.4689,19.255,19.069,0.0049826,19.069,0.014971,0.80578,1.3491,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022116,268587,0,1.8097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5327e-4,NaN,NaN,NaN,NaN,1.8292,10.58,934.5,337.71,0.025968,0.11118
7.8199,680.35,6.3959,-17.987,6.9711,18.028,19.047,0.0049867,19.047,0.015001,0.83973,1.2243,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.020642,250683,0,1.5765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9054e-4,NaN,NaN,NaN,NaN,1.8349,10.579,934.48,337.71,0.027734,0.11121
7.8495,680.53,5.897,-16.852,6.4751,16.889,19.021,0.0049909,19.021,0.015034,0.87276,1.1156,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.019174,232842,0,1.3601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.28e-4,NaN,NaN,NaN,NaN,1.8493,10.578,934.46,337.71,0.029605,0.11126
7.8811,680.71,5.398,-15.804,5.9804,15.837,18.993,0.0049952,18.993,0.015069,0.90483,1.0158,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.017709,215050,0,1.1602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.6566e-4,NaN,NaN,NaN,NaN,1.8681,10.577,934.44,337.71,0.031573,0.11129
7.9147,680.88,4.8989,-14.834,5.4801,14.861,18.962,0.0049995,18.962,0.015106,0.93457,0.88384,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.016227,197058,0,0.97421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0361e-4,NaN,NaN,NaN,NaN,1.8499,10.575,934.42,337.71,0.033646,0.11132
7.9505,681.05,4.3998,-13.961,4.9927,13.985,18.928,0.0050039,18.928,0.015147,0.96391,0.82059,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.014784,179528,0,0.8086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4186e-4,NaN,NaN,NaN,NaN,1.8977,10.574,934.4,337.71,0.035753,0.11135
7.9883,681.2,3.9008,-13.188,4.5292,13.214,18.891,0.0050084,18.891,0.01519,0.99534,0.83077,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.013412,162859,0,0.66542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8059e-4,NaN,NaN,NaN,NaN,2.0389,10.573,934.38,337.71,0.037838,0.11138
8.0284,681.35,3.4016,-12.476,4.0384,12.497,18.851,0.0050128,18.851,0.015236,1.0242,0.72043,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.011958,145211,0,0.52903,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.2009e-4,NaN,NaN,NaN,NaN,2.0408,10.572,934.36,337.71,0.04001,0.1114
8.0705,681.48,2.9023,-11.853,3.5568,11.87,18.807,0.0050172,18.807,0.015285,1.0507,0.63067,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.010532,127891,0,0.41036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6042e-4,NaN,NaN,NaN,NaN,2.0633,10.571,934.35,337.71,0.042124,0.11143
8.1146,681.6,2.4029,-11.321,3.0937,11.335,18.76,0.0050216,18.76,0.015337,1.0757,0.56549,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.009161,111239,0,0.31045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0195e-4,NaN,NaN,NaN,NaN,2.122,10.57,934.33,337.7,0.044111,0.11148
8.1605,681.7,1.9034,-10.872,2.6401,10.883,18.71,0.0050259,18.71,0.015391,1.0983,0.49263,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0078178,94928,0,0.22609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4534e-4,NaN,NaN,NaN,NaN,2.1693,10.57,934.32,337.7,0.045944,0.11152
8.2082,681.78,1.4038,-10.492,2.1639,10.499,18.658,0.0050302,18.658,0.015447,1.1164,0.38002,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0064077,77805,0,0.15188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9163e-4,NaN,NaN,NaN,NaN,2.1276,10.569,934.31,337.7,0.047623,0.11154
8.2572,681.83,0.90394,-10.196,1.6984,10.2,18.603,0.0050343,18.603,0.015506,1.13,0.27703,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0050292,61067,0,0.093563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4251e-4,NaN,NaN,NaN,NaN,2.0724,10.568,934.3,337.7,0.049019,0.11157
8.3073,681.87,0.40402,-9.982,1.2462,9.9837,18.546,0.0050382,18.546,0.015565,1.1391,0.18239,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0036902,44807,0,0.050372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0138e-4,NaN,NaN,NaN,NaN,1.9878,10.568,934.29,337.7,0.050082,0.1116
8.358,681.87,-0.095912,-9.8591,1.0039,9.8603,18.488,0.0050419,18.488,0.015626,1.1471,0.15735,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0029726,36095,0,0.032687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.74e-4,NaN,NaN,NaN,NaN,2.0581,10.568,934.29,337.7,0.050708,0.11163
# Event APOGEE occurred at t=8.4091 seconds
8.4091,681.86,-0.59586,-9.775,0.91377,9.776,18.429,0.0050455,18.429,0.015686,1.1543,0.14157,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0027058,32855,0,0.027083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6775e-4,NaN,NaN,NaN,NaN,2.0558,10.568,934.29,337.7,0.051146,0.11168
8.4607,681.81,-1.0958,-9.6824,1.0584,9.6837,18.369,0.0050488,18.369,0.015748,1.1625,0.15777,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.003134,38054,0,0.036333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8483e-4,NaN,NaN,NaN,NaN,2.029,10.568,934.29,337.7,0.051633,0.11173
8.5132,681.74,-1.5957,-9.5293,1.395,9.5315,18.308,0.0050519,18.308,0.01581,1.1733,0.20522,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.004131,50160,0,0.063125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2007e-4,NaN,NaN,NaN,NaN,2.0258,10.568,934.3,337.7,0.052458,0.11176
8.567,681.64,-2.0955,-9.2947,1.8201,9.2987,18.244,0.0050548,18.244,0.015875,1.1879,0.27151,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0053896,65443,0,0.10745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.665e-4,NaN,NaN,NaN,NaN,2.0488,10.569,934.3,337.7,0.053771,0.11179
8.6226,681.51,-2.5952,-8.9903,2.2379,8.9953,18.178,0.0050575,18.178,0.015941,1.2045,0.29947,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0066267,80465,0,0.16244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1937e-4,NaN,NaN,NaN,NaN,1.9734,10.569,934.31,337.7,0.055584,0.11182
8.6807,681.35,-3.0948,-8.5962,2.6976,8.6029,18.107,0.00506,18.107,0.016011,1.2242,0.33826,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.007988,96995,0,0.23604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7586e-4,NaN,NaN,NaN,NaN,1.9406,10.57,934.33,337.7,0.05812,0.11185
8.7422,681.14,-3.5943,-8.1185,3.1674,8.1266,18.031,0.0050623,18.031,0.016086,1.2465,0.36378,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0093792,113890,0,0.32543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3461e-4,NaN,NaN,NaN,NaN,1.8984,10.571,934.35,337.71,0.061526,0.1119
8.8083,680.89,-4.0938,-7.5607,3.6372,7.5686,17.948,0.0050642,17.948,0.016167,1.2693,0.34506,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.01077,130785,0,0.42914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9481e-4,NaN,NaN,NaN,NaN,1.8036,10.573,934.37,337.71,0.066063,0.11193
8.8805,680.57,-4.593,-6.9071,4.1296,6.9177,17.855,0.0050658,17.855,0.016256,1.2969,0.38152,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.012228,148492,0,0.55319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5588e-4,NaN,NaN,NaN,NaN,1.8119,10.574,934.4,337.71,0.072279,0.11196
8.9614,680.18,-5.0917,-6.1655,4.6275,6.1815,17.749,0.005067,17.749,0.016357,1.3329,0.44451,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.013703,166401,0,0.69467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.1774e-4,NaN,NaN,NaN,NaN,1.8609,10.576,934.43,337.71,0.080887,0.11199
9.0546,679.68,-5.5899,-5.3447,5.1194,5.3647,17.623,0.0050675,17.623,0.016475,1.376,0.46324,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.015159,184094,0,0.85022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8028e-4,NaN,NaN,NaN,NaN,1.8642,10.579,934.48,337.71,0.093201,0.11201
9.1666,679.03,-6.0862,-4.434,5.6182,4.4667,17.465,0.0050669,17.465,0.016622,1.4364,0.53959,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.016636,202040,0,1.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.433e-4,NaN,NaN,NaN,NaN,1.9399,10.582,934.53,337.71,0.11194,0.11204
9.31,678.12,-6.5818,-3.4557,6.1022,3.4861,17.255,0.0050645,17.255,0.016817,1.5023,0.45911,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.018069,219456,0,1.2081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0691e-4,NaN,NaN,NaN,NaN,1.8783,10.586,934.61,337.71,0.14343,0.11207
9.5175,676.7,-7.0791,-2.3964,6.5857,2.4098,16.938,0.005058,16.938,0.01711,1.5549,0.25368,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.019501,236862,0,1.4073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.7072e-4,NaN,NaN,NaN,NaN,1.7289,10.592,934.71,337.72,0.20749,0.11213
9.9031,673.88,-7.554,-1.2314,7.087,1.2965,16.308,0.0050382,16.308,0.017701,1.7113,0.40551,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.020985,254921,0,1.6299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.343e-4,NaN,NaN,NaN,NaN,1.8911,10.601,934.87,337.72,0.38567,0.11216
10.403,670.1,-7.5667,-0.02537,7.5753,0.73374,15.36,0.0050019,15.36,0.018658,2.078,0.73331,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02243,272544,0,1.8628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9885e-4,NaN,NaN,NaN,NaN,2.2794,10.62,935.18,337.73,0.5,0.11219
10.903,666.32,-7.5746,-0.015899,7.5671,0.11131,14.308,0.004956,14.308,0.019847,2.1331,0.11016,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022405,272331,0,1.8594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010151,NaN,NaN,NaN,NaN,2.164,10.644,935.6,337.75,0.5,0.11221
11.403,662.53,-7.5706,0.0079186,7.5749,0.081741,13.251,0.004903,13.251,0.0212,2.0924,0.081357,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022426,272690,0,1.8639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010185,NaN,NaN,NaN,NaN,2.0709,10.669,936.03,337.76,0.5,0.11224
11.903,658.75,-7.5697,0.0019113,7.5714,0.13933,12.188,0.0048474,12.188,0.022788,2.162,0.13932,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022415,272647,0,1.8629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010162,NaN,NaN,NaN,NaN,2.2008,10.694,936.45,337.78,0.5,0.11227
12.403,654.96,-7.5686,0.0022178,7.5699,0.063822,11.099,0.0047906,11.099,0.024731,2.1939,0.063784,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02241,272671,0,1.8628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010192,NaN,NaN,NaN,NaN,2.2121,10.718,936.87,337.79,0.5,0.1123
12.903,651.18,-7.5638,0.0095836,7.5739,0.36867,10.048,0.0047325,10.048,0.026987,2.0097,0.36855,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022421,272898,0,1.8655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010205,NaN,NaN,NaN,NaN,1.91,10.743,937.3,337.81,0.5,0.11237
13.403,647.4,-7.5667,-0.0058007,7.5641,0.086311,9.0537,0.0046754,9.0537,0.029588,1.9666,0.086116,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022391,272624,0,1.8613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010118,NaN,NaN,NaN,NaN,1.9438,10.767,937.72,337.82,0.5,0.11242
13.903,643.61,-7.5626,0.0082321,7.5693,0.2555,8.0385,0.0046205,8.0385,0.032933,2.0943,0.25536,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022405,272892,0,1.8646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010104,NaN,NaN,NaN,NaN,2.1645,10.792,938.14,337.84,0.5,0.11245
14.403,639.83,-7.5635,-0.0018776,7.5628,0.081407,7.0015,0.0045657,7.0015,0.037362,2.0536,0.081385,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022385,272740,0,1.8621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010153,NaN,NaN,NaN,NaN,2.0321,10.817,938.56,337.85,0.5,0.11248
14.903,636.05,-7.5614,0.0042452,7.5639,0.096139,5.9627,0.0045101,5.9627,0.043338,2.1016,0.096045,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022387,272859,0,1.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010136,NaN,NaN,NaN,NaN,2.1285,10.841,938.99,337.87,0.5,0.11251
15.403,632.27,-7.5604,0.0019487,7.5615,0.049367,4.9057,0.0044543,4.9057,0.052023,2.1263,0.049328,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022379,272853,0,1.8628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010155,NaN,NaN,NaN,NaN,2.1404,10.866,939.41,337.88,0.5,0.11256
15.903,628.49,-7.5585,0.0037937,7.5612,0.13757,3.8598,0.0043977,3.8598,0.06528,2.0575,0.13752,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022377,272921,0,1.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010164,NaN,NaN,NaN,NaN,2.0209,10.89,939.83,337.9,0.5,0.11259
16.403,624.71,-7.5528,0.0115,7.5663,0.44511,2.8867,0.0043412,2.8867,0.086167,1.835,0.44496,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022391,273186,0,1.8665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010132,NaN,NaN,NaN,NaN,1.7151,10.915,940.25,337.91,0.5,0.11262
16.903,620.93,-7.5563,-0.0071392,7.5549,0.23478,1.9985,0.0042874,1.9985,0.12292,1.7177,0.23467,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022357,272856,0,1.8616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010034,NaN,NaN,NaN,NaN,1.6546,10.939,940.67,337.93,0.5,0.11266
17.403,617.16,-7.5549,0.0028871,7.5564,0.032686,1.1437,0.0042374,1.1437,0.21228,1.7014,0.032559,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02236,272989,0,1.8629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9938e-4,NaN,NaN,NaN,NaN,1.6933,10.964,941.1,337.94,0.5,0.11271
17.903,613.38,-7.5491,0.011497,7.5617,0.41651,0.24095,0.00419,0.24099,0.99623,1.9096,0.41635,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022375,273263,0,1.8663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.986e-4,NaN,NaN,NaN,NaN,2.0231,10.988,941.52,337.96,0.5,0.11276
18.403,609.61,-7.537,0.024276,7.5746,0.80622,-0.81457,0.0041418,0.81458,179.71,2.3125,0.80585,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022412,273809,0,1.8733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010059,NaN,NaN,NaN,NaN,2.5302,11.013,941.94,337.97,0.5,0.1128
18.903,605.84,-7.5533,-0.032589,7.5401,0.2804,-2.0056,0.0040881,2.0056,179.88,2.4518,0.2785,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022309,272641,0,1.8569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010222,NaN,NaN,NaN,NaN,2.5284,11.038,942.36,337.99,0.5,0.11284
19.403,602.06,-7.5452,0.016219,7.5587,0.37329,-3.1849,0.0040276,3.1849,179.93,2.2653,0.37294,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022363,273395,0,1.8668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010311,NaN,NaN,NaN,NaN,2.1652,11.062,942.78,338,0.5,0.11287
19.903,598.29,-7.5433,0.003749,7.5545,0.48854,-4.2565,0.0039652,4.2565,179.95,2.021,0.48852,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02235,273323,0,1.8654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001021,NaN,NaN,NaN,NaN,1.8897,11.087,943.21,338.02,0.5,0.1129
20.403,594.52,-7.5472,-0.0077859,7.5448,0.19486,-5.2913,0.0039058,5.2913,179.96,2.1184,0.1947,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02232,273051,0,1.8613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010098,NaN,NaN,NaN,NaN,2.1719,11.111,943.63,338.03,0.5,0.11293
