,time,temperature,pressure,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.152557373046875e-06,27.934959778096527,929.7754544850825,-19.27595124,1.5298374,-1.91229675,-43.81818181818183,-8.181818181818182,-7.448979591836735
2,0.0397181510925293,27.94820330105722,929.6581617767324,-19.27595124,1.5298374,-1.91229675,-43.81818181818183,-8.181818181818182,-7.448979591836735
3,0.07496404647827148,27.957032293081284,928.9826664008907,-18.931737825,1.185623985,-3.28915041,-42.90909090909091,-24.090909090909086,-5.3061224489795915
4,0.11260533332824707,27.957032293081284,928.6604674212977,-18.931737825,1.185623985,-3.28915041,-42.90909090909091,-24.090909090909086,-14.591836734693874
5,0.1474611759185791,27.970275746192783,928.5323195227544,-18.931737825,1.185623985,-3.28915041,-42.18181818181817,-37.27272727272727,-14.591836734693874
6,0.17656803131103518,27.97910469165072,928.3853384022833,-18.43454067,-1.4150995949999998,-3.0596748,-42.18181818181817,-37.27272727272727,-14.591836734693874
7,0.21202516555786127,27.987933618482202,927.8191453550772,-18.43454067,-1.4150995949999998,-3.0596748,-41.454545454545446,-39.81818181818183,-30.61224489795918
8,0.24701619148254395,27.97910469165072,927.4469788442194,-18.43454067,-1.4150995949999998,-3.0596748,-41.454545454545446,-39.81818181818183,-30.61224489795918
9,0.27982306480407715,27.974690221250054,927.0263027898841,-17.66962197,1.568083335,-0.420705285,-42.090909090909086,-32.18181818181818,-43.97959183673469
10,0.3225688934326172,27.974690221250054,926.9872048301248,-17.66962197,1.568083335,-0.420705285,-42.27272727272727,-18.272727272727277,-47.6530612244898
11,0.35613107681274414,27.970275746192783,926.8120180042023,-17.66962197,1.568083335,-0.420705285,-42.27272727272727,-18.272727272727277,-47.6530612244898
12,0.3897171020507813,27.97910469165072,926.177076812857,-15.98680083,-0.038245935,-1.4150995949999998,-43.0,-4.636363636363637,-43.265306122448976
13,0.4250459671020508,27.974690221250054,925.8439889449368,-15.98680083,-0.038245935,-1.4150995949999998,-43.0,-4.636363636363637,-43.265306122448976
14,0.4634642601013185,27.970275746192783,925.7266990300217,-15.98680083,-0.038245935,-1.4150995949999998,-43.72727272727273,2.272727272727273,-30.510204081632647
15,0.4979791641235352,27.970275746192783,925.4921200294734,-15.374865869999997,-0.38245935,-1.109132115,-43.72727272727273,2.272727272727273,-30.510204081632647
16,0.5330612659454345,27.970275746192783,925.0245370004212,-15.374865869999997,-0.38245935,-1.109132115,-43.63636363636363,0.909090909090909,-15.30612244897959
17,0.5708730220794677,27.965861266478893,924.6132524171594,-15.374865869999997,0.038245935,-1.568083335,-43.63636363636363,0.909090909090909,-15.30612244897959
18,0.6046361923217773,27.970275746192783,924.2817451988619,-14.648193105,0.038245935,-1.568083335,-43.27272727272727,-8.818181818181818,-6.428571428571428
19,0.6384530067443848,27.95261779939756,924.0471816664507,-14.648193105,0.038245935,-1.568083335,-43.27272727272727,-8.818181818181818,-6.428571428571428
20,0.6726222038269042,27.9614467821084,923.7531699225133,-13.041863835,0.0,-0.726672765,-43.090909090909086,-22.272727272727277,-4.795918367346937
21,0.7100021839141846,27.95261779939756,923.3825909812531,-13.041863835,0.0,-0.726672765,-43.090909090909086,-22.272727272727277,-4.795918367346937
22,0.7485291957855223,27.957032293081284,923.2950394950492,-13.041863835,0.0,-0.726672765,-42.27272727272727,-34.36363636363636,-11.63265306122449
23,0.7875940799713134,27.94820330105722,923.0213900864381,-12.429928875,-0.53544309,-2.60072358,-42.27272727272727,-40.36363636363636,-23.16326530612245
