# Simulation 9 (Up to date)
# 489 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (20.1 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
8.3566,682.3,0.13063,-9.9218,1.2263,9.9242,20.087,-0.007232,20.087,-0.020628,0.92765,0.21998,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0036312,44090,0,0.048774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5617e-4,NaN,NaN,NaN,NaN,1.9683,10.565,934.24,337.7,0.050382,0.10635
8.4076,682.29,-0.36926,-9.814,1.0792,9.816,20.04,-0.007249,20.04,-0.020726,0.93769,0.19714,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0031958,38802,0,0.037777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3632e-4,NaN,NaN,NaN,NaN,1.9989,10.565,934.24,337.7,0.050937,0.10637
# Event APOGEE occurred at t=8.459 seconds
8.459,682.26,-0.86913,-9.716,1.1743,9.7186,19.991,-0.0072661,19.991,-0.020825,0.94917,0.22313,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0034772,42220,0,0.044724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4469e-4,NaN,NaN,NaN,NaN,2.0524,10.565,934.24,337.7,0.051448,0.10639
8.5112,682.2,-1.3689,-9.5808,1.4114,9.5845,19.941,-0.0072835,19.941,-0.020927,0.96312,0.26749,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0041794,50745,0,0.06461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.776e-4,NaN,NaN,NaN,NaN,2.0612,10.565,934.25,337.7,0.052167,0.10643
8.5644,682.11,-1.8687,-9.3866,1.7282,9.3917,19.89,-0.0073012,19.89,-0.021032,0.97966,0.31067,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0051176,62138,0,0.096876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2459e-4,NaN,NaN,NaN,NaN,2.018,10.566,934.25,337.7,0.053238,0.10646
8.6191,682,-2.3684,-9.1386,2.0443,9.1432,19.836,-0.0073192,19.836,-0.021142,0.99545,0.28867,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0060534,73500,0,0.13555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7865e-4,NaN,NaN,NaN,NaN,1.8086,10.566,934.26,337.7,0.054685,0.10648
8.6761,681.85,-2.8679,-8.7668,2.5336,8.7754,19.778,-0.0073378,19.778,-0.021257,1.0176,0.3884,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0075024,91095,0,0.2082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3618e-4,NaN,NaN,NaN,NaN,1.8953,10.567,934.27,337.7,0.056977,0.10655
8.7362,681.66,-3.367,-8.3071,3.0323,8.3227,19.716,-0.0073571,19.716,-0.02138,1.0481,0.50886,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.0089793,109029,0,0.29825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9603e-4,NaN,NaN,NaN,NaN,2.0025,10.568,934.29,337.7,0.060077,0.10659
8.8003,681.43,-3.8655,-7.7705,3.5175,7.7945,19.648,-0.0073773,19.648,-0.021513,1.0873,0.61009,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.010416,126475,0,0.40133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.5737e-4,NaN,NaN,NaN,NaN,2.0661,10.569,934.31,337.7,0.064148,0.10664
8.87,681.14,-4.3626,-7.1365,4.0259,7.1781,19.57,-0.0073986,19.57,-0.021661,1.141,0.77182,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.011921,144756,0,0.52573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1968e-4,NaN,NaN,NaN,NaN,2.2123,10.571,934.34,337.7,0.069657,0.10668
8.9469,680.79,-4.8586,-6.4489,4.4913,6.5004,19.48,-0.0074214,19.48,-0.021828,1.2039,0.81713,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.013299,161496,0,0.65434,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.828e-4,NaN,NaN,NaN,NaN,2.2087,10.573,934.37,337.71,0.076918,0.10671
9.034,680.34,-5.3533,-5.6821,4.9581,5.7431,19.372,-0.007446,19.372,-0.022023,1.2766,0.835,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.014682,178285,0,0.79744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.4635e-4,NaN,NaN,NaN,NaN,2.1922,10.575,934.41,337.71,0.08706,0.10673
9.1359,679.77,-5.8444,-4.8201,5.444,4.9068,19.237,-0.0074732,19.237,-0.022258,1.3702,0.91823,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.01612,195765,0,0.96145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1022e-4,NaN,NaN,NaN,NaN,2.2664,10.578,934.46,337.71,0.1019,0.10675
9.2612,679.01,-6.3358,-3.9189,5.8904,3.9875,19.06,-0.0075043,19.06,-0.022559,1.4625,0.7367,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.017442,211825,0,1.1256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.745e-4,NaN,NaN,NaN,NaN,2.1043,10.581,934.52,337.71,0.12539,0.10678
9.4267,677.92,-6.8135,-2.8863,6.3887,3.0212,18.805,-0.0075416,18.805,-0.022978,1.6102,0.89245,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.018917,229758,0,1.3242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3877e-4,NaN,NaN,NaN,NaN,2.2823,10.586,934.61,337.71,0.1655,0.10681
9.6786,676.15,-7.2758,-1.8355,6.8443,1.9852,18.376,-0.0075907,18.376,-0.023668,1.8007,0.75639,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.020266,246167,0,1.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0341e-4,NaN,NaN,NaN,NaN,2.2589,10.594,934.73,337.72,0.25186,0.10683
10.179,672.42,-7.6465,-0.7414,7.2898,0.92896,17.405,-0.0076678,17.405,-0.025241,2.0806,0.55973,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.021585,262224,0,1.7246,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.6786e-4,NaN,NaN,NaN,NaN,2.2516,10.605,934.93,337.73,0.5,0.10685
10.679,668.62,-7.5458,0.20135,7.6563,0.54274,16.302,-0.0077298,16.302,-0.027167,2.3326,0.50401,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022669,275488,0,1.9031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001025,NaN,NaN,NaN,NaN,2.4671,10.629,935.34,337.74,0.5,0.10688
11.179,664.84,-7.5753,-0.059023,7.5534,0.44212,15.191,-0.0077901,15.191,-0.029383,2.1135,0.43816,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022364,271870,0,1.853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010243,NaN,NaN,NaN,NaN,1.9936,10.654,935.77,337.76,0.5,0.1069
11.679,661.05,-7.566,0.018716,7.5814,0.39347,14.183,-0.0078502,14.183,-0.031713,1.917,0.39303,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022445,272956,0,1.8674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010177,NaN,NaN,NaN,NaN,1.8107,10.679,936.19,337.77,0.5,0.10693
12.179,657.27,-7.5709,-0.0097742,7.566,0.011889,13.224,-0.0079066,13.224,-0.034258,1.9204,0.0067681,28.61,-80.6,9.7901,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022399,272482,0,1.8605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010082,NaN,NaN,NaN,NaN,1.923,10.703,936.61,337.79,0.5,0.10697
12.679,653.49,-7.5675,0.0066692,7.5711,0.070916,12.272,-0.0079601,12.272,-0.037164,1.8851,0.070601,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022413,272746,0,1.8637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001009,NaN,NaN,NaN,NaN,1.8666,10.728,937.04,337.8,0.5,0.10701
13.179,649.7,-7.5664,0.0023561,7.5683,0.1397,11.312,-0.0080122,11.312,-0.040581,1.9549,0.13968,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022404,272728,0,1.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010072,NaN,NaN,NaN,NaN,1.9938,10.752,937.46,337.81,0.5,0.10705
13.679,645.92,-7.5654,0.0019892,7.5665,0.051187,10.341,-0.0080641,10.341,-0.04468,1.9294,0.051148,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022397,272741,0,1.8628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010098,NaN,NaN,NaN,NaN,1.9162,10.777,937.88,337.83,0.5,0.10709
14.179,642.14,-7.5638,0.003059,7.5655,0.067273,9.3848,-0.0081163,9.3848,-0.049551,1.8958,0.067203,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022394,272789,0,1.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010087,NaN,NaN,NaN,NaN,1.8782,10.802,938.31,337.84,0.5,0.10713
14.679,638.35,-7.5618,0.0041649,7.5652,0.18589,8.4602,-0.0081681,8.4602,-0.055318,1.8028,0.18584,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022392,272856,0,1.8635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010071,NaN,NaN,NaN,NaN,1.753,10.826,938.73,337.86,0.5,0.10716
15.179,634.57,-7.5594,0.0046351,7.5649,0.28159,7.5236,-0.0082187,7.5236,-0.062589,1.9436,0.28155,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02239,272927,0,1.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010032,NaN,NaN,NaN,NaN,2.021,10.851,939.15,337.87,0.5,0.10718
15.679,630.79,-7.5604,-0.001874,7.5594,0.0093682,6.5529,-0.0082692,6.5529,-0.072302,1.939,0.0091788,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022373,272810,0,1.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010085,NaN,NaN,NaN,NaN,1.9373,10.875,939.57,337.89,0.5,0.1072
16.179,627.02,-7.5533,0.014163,7.5682,0.44401,5.5279,-0.0083209,5.5279,-0.086244,2.1609,0.44379,28.61,-80.6,9.7902,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022397,273205,0,1.867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010084,NaN,NaN,NaN,NaN,2.282,10.9,940,337.9,0.5,0.10723
16.679,623.24,-7.5583,-0.010068,7.5538,0.10955,4.4338,-0.0083748,4.4338,-0.10822,2.2155,0.10908,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022354,272766,0,1.8606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010171,NaN,NaN,NaN,NaN,2.2459,10.924,940.42,337.92,0.5,0.10725
17.179,619.46,-7.5553,0.0060791,7.5585,0.061183,3.3337,-0.0084321,3.3337,-0.14492,2.185,0.060881,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022367,273016,0,1.8636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010202,NaN,NaN,NaN,NaN,2.1692,10.949,940.84,337.93,0.5,0.10727
17.679,615.68,-7.5536,0.0033382,7.5567,0.18825,2.2647,-0.0084906,2.2647,-0.21481,2.0909,0.18822,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02236,273031,0,1.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010185,NaN,NaN,NaN,NaN,2.0406,10.974,941.26,337.95,0.5,0.1073
18.179,611.91,-7.5507,0.005791,7.5575,0.31568,1.2587,-0.0085485,1.2587,-0.38913,1.9331,0.31563,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022362,273142,0,1.8644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010141,NaN,NaN,NaN,NaN,1.8483,10.998,941.68,337.96,0.5,0.10732
18.679,608.13,-7.5522,-0.0029455,7.551,0.077276,0.28246,-0.008604,0.28259,-1.7447,1.9717,0.07722,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022342,272985,0,1.8619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001007,NaN,NaN,NaN,NaN,1.9934,11.023,942.11,337.98,0.5,0.10734
19.179,604.36,-7.5495,0.0053887,7.5532,0.16047,-0.68335,-0.0086576,0.6834,-179.27,1.8915,0.16038,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022347,273146,0,1.8637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010088,NaN,NaN,NaN,NaN,1.8488,11.047,942.53,337.99,0.5,0.10737
19.679,600.58,-7.548,0.003011,7.5513,0.21562,-1.6561,-0.0087102,1.6561,-179.7,1.9993,0.21559,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022341,273159,0,1.8634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010052,NaN,NaN,NaN,NaN,2.0585,11.072,942.95,338.01,0.5,0.10739
20.179,596.81,-7.5477,6.7175e-4,7.5483,0.090261,-2.667,-0.0087627,2.667,-179.81,2.0445,0.090259,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022331,273129,0,1.8626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010094,NaN,NaN,NaN,NaN,2.0697,11.096,943.37,338.02,0.5,0.10741
20.679,593.03,-7.5438,0.0078122,7.5514,0.31144,-3.6503,-0.0088164,3.6503,-179.86,1.8888,0.31134,28.61,-80.6,9.7903,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022339,273322,0,1.8648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010113,NaN,NaN,NaN,NaN,1.8054,11.121,943.79,338.04,0.5,0.10744
21.179,589.26,-7.543,0.0015906,7.5479,0.32227,-4.635,-0.0088696,4.635,-179.89,2.0499,0.32227,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022327,273272,0,1.8637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010044,NaN,NaN,NaN,NaN,2.1378,11.145,944.21,338.05,0.5,0.10746
21.679,585.49,-7.5441,-0.002184,7.543,0.040561,-5.665,-0.0089226,5.665,-179.91,2.0702,0.040503,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022312,273177,0,1.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001011,NaN,NaN,NaN,NaN,2.0819,11.17,944.64,338.07,0.5,0.10748
22.179,581.72,-7.5417,0.0047621,7.5446,0.11697,-6.6855,-0.0089772,6.6855,-179.92,2.0117,0.11687,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022316,273312,0,1.8634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001012,NaN,NaN,NaN,NaN,1.9809,11.194,945.06,338.08,0.5,0.1075
22.679,577.95,-7.5399,0.0036413,7.5434,0.21076,-7.665,-0.009032,7.665,-179.93,1.9064,0.21073,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022311,273349,0,1.8635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010092,NaN,NaN,NaN,NaN,1.8502,11.219,945.48,338.1,0.5,0.10753
23.179,574.18,-7.5389,0.0019425,7.5412,0.18783,-8.5947,-0.0090854,8.5947,-179.94,1.8125,0.18782,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022304,273350,0,1.8631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010046,NaN,NaN,NaN,NaN,1.7625,11.243,945.9,338.11,0.5,0.10755
23.679,570.41,-7.5371,0.0035829,7.5408,0.21834,-9.5282,-0.0091366,9.5282,-179.95,1.9216,0.21831,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022302,273413,0,1.8636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010008,NaN,NaN,NaN,NaN,1.9813,11.268,946.32,338.13,0.5,0.10757
24.179,566.64,-7.5371,1.0058e-6,7.5371,0.01362,-10.491,-0.0091871,10.491,-179.95,1.9284,0.01362,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02229,273359,0,1.8624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010049,NaN,NaN,NaN,NaN,1.9328,11.292,946.74,338.14,0.5,0.1076
24.679,562.87,-7.5332,0.0078398,7.5404,0.29124,-11.491,-0.0092384,11.491,-179.95,2.074,0.29113,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022299,273560,0,1.8647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010052,NaN,NaN,NaN,NaN,2.1531,11.317,947.16,338.16,0.5,0.10762
25.179,559.11,-7.5329,6.3374e-4,7.5361,0.27444,-12.494,-0.0092913,12.494,-179.96,1.9368,0.27443,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022285,273482,0,1.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010108,NaN,NaN,NaN,NaN,1.8636,11.341,947.58,338.17,0.5,0.10765
25.679,555.34,-7.533,-3.0612e-4,7.533,0.067498,-13.454,-0.0093449,13.454,-179.96,1.903,0.067497,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022275,273449,0,1.8624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001005,NaN,NaN,NaN,NaN,1.8856,11.366,948,338.19,0.5,0.10767
26.179,551.58,-7.5308,0.0044643,7.5339,0.14861,-14.387,-0.0093971,14.387,-179.96,1.8288,0.14854,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022276,273559,0,1.8635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010036,NaN,NaN,NaN,NaN,1.7895,11.39,948.43,338.2,0.5,0.10769
26.679,547.81,-7.5295,0.0024832,7.5319,0.16787,-15.322,-0.009448,15.322,-179.96,1.9127,0.16785,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022269,273567,0,1.8632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010004,NaN,NaN,NaN,NaN,1.9586,11.415,948.85,338.22,0.5,0.10773
27.179,544.05,-7.5285,0.0019723,7.53,0.1141,-16.293,-0.0094984,16.293,-179.97,1.9697,0.11408,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022263,273579,0,1.8629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010036,NaN,NaN,NaN,NaN,2.0012,11.439,949.27,338.23,0.5,0.10775
27.679,540.28,-7.5223,0.012538,7.5365,0.44926,-17.334,-0.00955,17.334,-179.97,2.1943,0.44909,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022281,273891,0,1.8668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010058,NaN,NaN,NaN,NaN,2.3154,11.464,949.69,338.25,0.5,0.10778
28.179,536.52,-7.5248,-0.0051504,7.5264,0.325,-18.472,-0.0096043,18.472,-179.97,2.3568,0.32496,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02225,273606,0,1.8625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010149,NaN,NaN,NaN,NaN,2.4448,11.488,950.11,338.26,0.5,0.1078
28.679,532.76,-7.5248,4.9019e-5,7.5252,0.090622,-19.661,-0.009663,19.661,-179.97,2.4021,0.090622,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022246,273639,0,1.8625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010229,NaN,NaN,NaN,NaN,2.4271,11.513,950.53,338.28,0.5,0.10783
29.179,529,-7.5233,0.0031467,7.5249,0.045032,-20.868,-0.0097251,20.868,-179.97,2.4245,0.044922,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022244,273708,0,1.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010251,NaN,NaN,NaN,NaN,2.4373,11.537,950.95,338.29,0.5,0.10785
29.679,525.24,-7.522,0.0024879,7.5233,0.037185,-22.076,-0.0097889,22.076,-179.97,2.406,0.037102,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022238,273728,0,1.8629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010261,NaN,NaN,NaN,NaN,2.3968,11.562,951.37,338.31,0.5,0.10787
30.179,521.48,-7.5179,0.0082158,7.5263,0.3314,-23.237,-0.0098533,23.237,-179.98,2.2403,0.3313,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022246,273915,0,1.865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001025,NaN,NaN,NaN,NaN,2.1524,11.586,951.79,338.32,0.5,0.1079
