,time,temperature,pressure,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
1,6.198883056640625e-06,24.958519218023866,968.3683696583123,9.714467489999999,0.038245935,-0.07649187,-43.27272727272727,-41.0,-2.8571428571428568
2,0.03337001800537109,24.976189793553203,968.2522789513183,9.714467489999999,0.038245935,-0.07649187,-43.18181818181817,-41.18181818181817,-2.7551020408163267
3,0.06662869453430176,24.989442676305767,968.330051213554,9.714467489999999,0.038245935,-0.07649187,-43.18181818181817,-41.18181818181817,-2.7551020408163267
4,0.09983158111572263,24.998277908191085,968.2917267345784,9.752713425,0.114737805,-0.038245935,-43.36363636363637,-41.18181818181817,-2.9591836734693886
5,0.13303995132446286,25.002695517148826,968.2238128116246,9.752713425,0.114737805,-0.038245935,-43.36363636363637,-41.18181818181817,-2.9591836734693886
6,0.16628575325012207,25.007113121449947,968.2533962214095,9.752713425,0.114737805,-0.038245935,-42.90909090909091,-40.63636363636364,-2.8571428571428568
7,0.19960165023803714,25.015948316082362,968.2435351003031,9.714467489999999,0.038245935,-0.114737805,-42.90909090909091,-40.63636363636364,-2.8571428571428568
8,0.23271012306213376,25.020365906413645,968.2533962214095,9.714467489999999,0.038245935,-0.114737805,-42.90909090909091,-41.18181818181817,-3.26530612244898
9,0.26607775688171387,25.029201073106375,968.3508979448412,9.714467489999999,0.038245935,-0.114737805,-42.90909090909091,-41.18181818181817,-3.26530612244898
10,0.29935455322265625,25.029201073106375,968.2731184171504,9.752713425,0.0,0.038245935,-42.90909090909091,-41.090909090909086,-2.4489795918367343
11,0.3325693607330322,25.029201073106375,968.2731184171504,9.752713425,0.0,0.038245935,-42.90909090909091,-41.090909090909086,-2.4489795918367343
12,0.3657889366149902,25.029201073106375,968.2731184171504,9.752713425,0.0,0.038245935,-42.72727272727273,-41.090909090909086,-3.26530612244898
13,0.39907360076904297,25.029201073106375,968.2539500962595,9.752713425,0.038245935,-0.038245935,-42.72727272727273,-41.090909090909086,-3.26530612244898
14,0.4321694374084473,25.029201073106375,968.282979491781,9.714467489999999,0.038245935,-0.038245935,-43.454545454545446,-40.72727272727273,-2.6530612244897958
15,0.465576171875,25.03803622117266,968.2731184171504,9.714467489999999,0.038245935,-0.038245935,-43.454545454545446,-40.72727272727273,-2.6530612244897958
16,0.4987616539001465,25.029201073106375,968.3508979448412,9.714467489999999,0.038245935,-0.038245935,-43.54545454545453,-40.545454545454554,-3.26530612244898
17,0.5320134162902832,25.03803622117266,968.2928405509169,9.714467489999999,0.07649187,-0.038245935,-43.54545454545453,-40.545454545454554,-3.26530612244898
18,0.5653102397918701,25.029201073106375,968.3706215576449,9.714467489999999,0.07649187,-0.038245935,-43.454545454545446,-41.090909090909086,-2.7551020408163267
19,0.5985987186431885,25.029201073106375,968.3218696091504,9.714467489999999,0.07649187,-0.038245935,-43.454545454545446,-41.090909090909086,-2.7551020408163267
20,0.6318814754486084,25.029201073106375,968.2539500962595,9.676221555,0.038245935,-0.114737805,-43.63636363636363,-40.545454545454554,-3.1632653061224487
