6.584554672241210938e+00,2.502036590641364455e+01,9.683213124094206705e+02,9.714467490000000538e+00,7.649187000000000347e-02,-3.824593500000000174e-02,-4.336363636363636687e+01,-4.045454545454545325e+01,-2.755102040816326703e+00
6.724502325057983398e+00,2.502036590641364455e+01,9.683508979448412219e+02,9.714467490000000538e+00,-3.824593500000000174e-02,-3.824593500000000174e-02,-4.363636363636363313e+01,-4.027272727272727337e+01,-2.959183673469387710e+00
6.755763053894042969e+00,2.502920107310637832e+01,9.683120081647601864e+02,9.714467490000000538e+00,-3.824593500000000174e-02,-3.824593500000000174e-02,-4.363636363636363313e+01,-4.027272727272727337e+01,-2.959183673469387710e+00
6.789033889770507812e+00,2.502920107310637832e+01,9.682539500962597003e+02,9.714467490000000538e+00,-3.824593500000000174e-02,-3.824593500000000174e-02,-4.345454545454545325e+01,-4.109090909090908639e+01,-3.571428571428571175e+00
6.822256565093994141e+00,2.503803622117266059e+01,9.683508979448412219e+02,9.714467490000000538e+00,0.000000000000000000e+00,3.824593500000000174e-02,-4.345454545454545325e+01,-4.109090909090908639e+01,-3.571428571428571175e+00
6.855575323104858398e+00,2.503803622117266059e+01,9.682150596740714263e+02,9.714467490000000538e+00,0.000000000000000000e+00,3.824593500000000174e-02,-4.327272727272727337e+01,-4.027272727272727337e+01,-3.061224489795918213e+00
6.888724803924560547e+00,2.503803622117266059e+01,9.682928405509167078e+02,9.714467490000000538e+00,0.000000000000000000e+00,3.824593500000000174e-02,-4.327272727272727337e+01,-4.027272727272727337e+01,-3.061224489795918213e+00
6.922039747238159180e+00,2.503803622117266059e+01,9.683706215576447676e+02,9.714467490000000538e+00,7.649187000000000347e-02,0.000000000000000000e+00,-4.354545454545453964e+01,-4.063636363636364024e+01,-3.571428571428571175e+00
6.974585294723510742e+00,2.503803622117266059e+01,9.683317310380444951e+02,9.714467490000000538e+00,7.649187000000000347e-02,0.000000000000000000e+00,-4.354545454545453964e+01,-4.063636363636364024e+01,-3.571428571428571175e+00
7.008059740066528320e+00,2.503361864946782589e+01,9.683514538493377586e+02,9.714467490000000538e+00,7.649187000000000347e-02,0.000000000000000000e+00,-4.372727272727272663e+01,-4.045454545454545325e+01,-3.061224489795918213e+00
7.041889429092407227e+00,2.503803622117266059e+01,9.682249199781977040e+02,9.714467490000000538e+00,1.529837400000000069e-01,-1.147378049999999983e-01,-4.372727272727272663e+01,-4.045454545454545325e+01,-3.061224489795918213e+00
7.075196981430053711e+00,2.505128890834748745e+01,9.682736714285273365e+02,9.714467490000000538e+00,1.529837400000000069e-01,-1.147378049999999983e-01,-4.345454545454545325e+01,-4.036363636363635976e+01,-3.571428571428571175e+00
7.108549833297729492e+00,2.503803622117266059e+01,9.682928405509167078e+02,9.714467490000000538e+00,1.529837400000000069e-01,-1.147378049999999983e-01,-4.345454545454545325e+01,-4.036363636363635976e+01,-3.571428571428571175e+00
7.141913414001464844e+00,2.504687135061249137e+01,9.682347802668278973e+02,9.637975619999998855e+00,1.529837400000000069e-01,-1.912296749999999879e-01,-4.354545454545453964e+01,-4.072727272727272663e+01,-2.448979591836734748e+00
7.175039291381835938e+00,2.504245378822088242e+01,9.682150596740714263e+02,9.637975619999998855e+00,1.529837400000000069e-01,-1.912296749999999879e-01,-4.354545454545453964e+01,-4.072727272727272663e+01,-2.448979591836734748e+00
7.210823774337768555e+00,2.504687135061249137e+01,9.681471384917108480e+02,9.637975619999998855e+00,1.529837400000000069e-01,-1.912296749999999879e-01,-4.354545454545453964e+01,-4.090909090909091361e+01,-2.959183673469387710e+00
7.245122671127319336e+00,2.504687135061249137e+01,9.683027015945560834e+02,9.714467490000000538e+00,3.824593500000000174e-02,-1.147378049999999983e-01,-4.354545454545453964e+01,-4.090909090909091361e+01,-2.959183673469387710e+00
7.278484344482421875e+00,2.505570646142587066e+01,9.683125626226967597e+02,9.714467490000000538e+00,3.824593500000000174e-02,-1.147378049999999983e-01,-4.372727272727272663e+01,-4.118181818181817988e+01,-3.775510204081632626e+00
7.313462972640991211e+00,2.504687135061249137e+01,9.683514538493377586e+02,9.714467490000000538e+00,3.824593500000000174e-02,-1.147378049999999983e-01,-4.372727272727272663e+01,-4.118181818181817988e+01,-3.775510204081632626e+00
7.346830844879150391e+00,2.503803622117266059e+01,9.683224236353381684e+02,9.752713424999999603e+00,-3.824593500000000174e-02,-1.529837400000000069e-01,-4.363636363636363313e+01,-4.081818181818182012e+01,-3.571428571428571175e+00
7.380065441131591797e+00,2.503803622117266059e+01,9.682347802668278973e+02,9.752713424999999603e+00,-3.824593500000000174e-02,-1.529837400000000069e-01,-4.363636363636363313e+01,-4.081818181818182012e+01,-3.571428571428571175e+00
7.413258075714111328e+00,2.504245378822088242e+01,9.682638107701421859e+02,9.752713424999999603e+00,-3.824593500000000174e-02,-1.529837400000000069e-01,-4.372727272727272663e+01,-4.100000000000000000e+01,-3.367346938775510168e+00
7.446445703506469727e+00,2.504245378822088242e+01,9.683125626226967597e+02,9.790959360000000444e+00,-3.824593500000000174e-02,-3.824593500000000174e-02,-4.372727272727272663e+01,-4.100000000000000000e+01,-3.367346938775510168e+00
7.479612588882446289e+00,2.503803622117266059e+01,9.683514538493377586e+02,9.790959360000000444e+00,-3.824593500000000174e-02,-3.824593500000000174e-02,-4.336363636363636687e+01,-4.100000000000000000e+01,-4.387755102040816091e+00
7.512697219848632812e+00,2.503803622117266059e+01,9.682933926988010853e+02,9.790959360000000444e+00,-3.824593500000000174e-02,-3.824593500000000174e-02,-4.336363636363636687e+01,-4.100000000000000000e+01,-4.387755102040816091e+00
7.546152830123901367e+00,2.504687135061249137e+01,9.683224236353381684e+02,9.752713424999999603e+00,-3.824593500000000174e-02,-7.649187000000000347e-02,-4.354545454545453964e+01,-4.072727272727272663e+01,-3.571428571428571175e+00
7.579411745071411133e+00,2.504245378822088242e+01,9.683903451084520384e+02,9.752713424999999603e+00,-3.824593500000000174e-02,-7.649187000000000347e-02,-4.354545454545453964e+01,-4.072727272727272663e+01,-3.571428571428571175e+00
7.612590312957763672e+00,2.504687135061249137e+01,9.683125626226967597e+02,9.752713424999999603e+00,-3.824593500000000174e-02,-7.649187000000000347e-02,-4.354545454545453964e+01,-4.072727272727272663e+01,-3.571428571428571175e+00
7.645832061767578125e+00,2.505128890834748745e+01,9.682545007975949147e+02,9.714467490000000538e+00,3.824593500000000174e-02,0.000000000000000000e+00,-4.354545454545453964e+01,-4.072727272727272663e+01,-3.571428571428571175e+00
7.679064750671386719e+00,2.505128890834748745e+01,9.683613152317340109e+02,9.714467490000000538e+00,3.824593500000000174e-02,0.000000000000000000e+00,-4.363636363636363313e+01,-4.072727272727272663e+01,-3.469387755102040671e+00
7.712170362472534180e+00,2.504687135061249137e+01,9.682835320714143563e+02,9.714467490000000538e+00,3.824593500000000174e-02,0.000000000000000000e+00,-4.363636363636363313e+01,-4.072727272727272663e+01,-3.469387755102040671e+00
7.745492219924926758e+00,2.505128890834748745e+01,9.683125626226967597e+02,9.752713424999999603e+00,1.147378049999999983e-01,0.000000000000000000e+00,-4.336363636363636687e+01,-4.063636363636364024e+01,-3.265306122448979664e+00
7.778713703155517578e+00,2.504687135061249137e+01,9.683125626226967597e+02,9.752713424999999603e+00,1.147378049999999983e-01,0.000000000000000000e+00,-4.336363636363636687e+01,-4.063636363636364024e+01,-3.265306122448979664e+00
