time,temperature,pressure,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
1.430511474609375e-06,25.325168393552303,969.8682922913181,9.752713425,-0.07649187,0.07649187,-44.63636363636363,-8.818181818181818,8.877551020408163
0.08184146881103516,25.342837423086166,969.7515422499122,9.752713425,-0.15298374,0.038245935,-44.63636363636363,-8.90909090909091,8.46938775510204
0.15804123878479004,25.35608914634213,969.8392436818456,9.752713425,-0.114737805,0.0,-44.72727272727273,-8.727272727272728,8.36734693877551
0.23425626754760742,25.35608914634213,969.7811442955201,9.637975619999999,-0.15298374,0.038245935,-44.27272727272727,-9.0,9.183673469387756
0.310427188873291,25.35167190991342,969.7811442955201,9.637975619999999,-0.15298374,0.038245935,-44.27272727272727,-9.0,8.775510204081632
0.3868381977081299,25.360506378114223,969.7230420193665,9.752713425,-0.07649187,0.0,-44.18181818181818,-8.636363636363637,8.979591836734693
0.4641571044921875,25.35608914634213,969.752093518671,9.71446749,-0.114737805,0.0,-44.18181818181818,-8.363636363636363,9.591836734693878
0.5414068698883057,25.360506378114223,969.9077660903797,9.79095936,-0.114737805,-0.038245935,-44.0,-8.545454545454545,8.36734693877551
0.6176607608795166,25.35608914634213,969.7230420193665,9.79095936,-0.114737805,-0.038245935,-44.27272727272727,-8.727272727272728,8.673469387755102
0.6938228607177734,25.35608914634213,969.8206134707928,9.71446749,-0.15298374,-0.038245935,-44.18181818181818,-8.636363636363637,8.673469387755102
0.8011846542358398,25.35167190991342,969.8787159396386,9.752713425,-0.15298374,0.038245935,-44.09090909090909,-9.0,8.877551020408163
0.8781836032867432,25.35167190991342,969.8787159396386,9.752713425,-0.07649187,0.0,-44.54545454545455,-8.545454545454545,7.653061224489796
0.9543395042419434,25.364923605229706,969.8008789144287,9.752713425,-0.114737805,0.038245935,-44.54545454545455,-8.636363636363637,7.857142857142857
1.030733346939087,25.35608914634213,969.76196045063,9.752713425,-0.114737805,0.038245935,-44.45454545454545,-8.90909090909091,8.061224489795919
1.1067943572998047,25.360506378114223,969.7230420193665,9.676221555,0.0,0.0,-44.45454545454545,-9.0,8.061224489795919
1.1828203201293945,25.364923605229706,969.7816942676417,9.71446749,-0.114737805,0.0,-44.63636363636363,-9.090909090909092,7.959183673469387
1.2588691711425781,25.35608914634213,969.8008789144287,9.71446749,-0.15298374,-0.038245935,-44.81818181818182,-9.0,7.755102040816326
1.3348381519317627,25.364923605229706,969.7230420193665,9.71446749,-0.15298374,-0.038245935,-44.63636363636363,-9.090909090909092,8.26530612244898
1.4108209609985352,25.364923605229706,969.8107462004297,9.71446749,-0.15298374,-0.038245935,-45.0,-9.0,7.551020408163265
1.4869890213012695,25.364923605229706,969.8885839649943,9.71446749,-0.114737805,0.038245935,-45.0,-9.272727272727273,7.551020408163265
1.5831148624420166,25.360506378114223,969.7230420193665,9.676221555,-0.114737805,0.0,-44.90909090909091,-8.636363636363637,7.755102040816326
1.660064935684204,25.35608914634213,969.8008789144287,9.71446749,-0.114737805,0.07649187,-45.09090909090909,-9.272727272727273,7.959183673469387
1.7364706993103027,25.35167190991342,969.7427750970269,9.71446749,-0.114737805,0.07649187,-45.18181818181819,-9.272727272727273,7.653061224489796
1.8144657611846924,25.360506378114223,969.7427750970269,9.752713425,-0.114737805,0.07649187,-45.27272727272727,-9.090909090909092,7.346938775510205
1.8916287422180176,25.35608914634213,969.8589798420132,9.752713425,-0.15298374,-0.038245935,-45.36363636363636,-9.272727272727273,7.346938775510205
1.9675304889678955,25.35608914634213,969.8299297394492,9.71446749,-0.114737805,0.0,-45.27272727272727,-9.272727272727273,7.448979591836736
2.043790578842163,25.364923605229706,969.8595327064814,9.71446749,-0.114737805,0.0,-45.27272727272727,-9.454545454545455,7.448979591836736
2.119678258895874,25.360506378114223,969.7427750970269,9.676221555,-0.038245935,0.0,-45.45454545454545,-9.090909090909092,7.653061224489796
2.1958184242248535,25.35608914634213,969.8885839649943,9.676221555,-0.038245935,-0.07649187,-45.18181818181819,-9.272727272727273,8.26530612244898
2.271745204925537,25.360506378114223,969.8008789144287,9.71446749,-0.114737805,-0.038245935,-44.63636363636363,-8.90909090909091,8.36734693877551
2.3706772327423096,25.35608914634213,969.8589798420132,9.71446749,-0.07649187,-0.038245935,-44.72727272727273,-9.181818181818182,7.551020408163265
2.448483943939209,25.360506378114223,969.7427750970269,9.71446749,-0.07649187,-0.038245935,-45.0,-8.90909090909091,7.857142857142857
2.524909019470215,25.35608914634213,969.8206134707928,9.71446749,-0.114737805,0.0,-44.54545454545455,-8.90909090909091,8.061224489795919
2.6005637645721436,25.364923605229706,969.8206134707928,9.637975619999999,-0.07649187,0.0,-44.72727272727273,-8.90909090909091,8.673469387755102
2.6766467094421387,25.364923605229706,969.7329085660145,9.676221555,-0.114737805,0.0,-44.36363636363637,-9.090909090909092,7.959183673469387
2.7524235248565674,25.37375804549083,969.8206134707928,9.676221555,-0.114737805,0.0,-44.36363636363637,-9.0,7.755102040816326
2.8284006118774414,25.364923605229706,969.7718273669541,9.71446749,-0.038245935,0.0,-44.72727272727273,-8.818181818181818,7.755102040816326
2.904548406600952,25.37375804549083,969.8304807255158,9.676221555,-0.114737805,0.0,-44.27272727272727,-8.818181818181818,7.857142857142857
2.980452537536621,25.364923605229706,969.7038559589466,9.676221555,-0.114737805,0.0,-44.27272727272727,-8.727272727272728,7.448979591836736
3.0564725399017334,25.37375804549083,969.8107462004297,9.676221555,-0.114737805,0.0,-44.36363636363637,-8.636363636363637,8.16326530612245
3.15871524810791,25.360506378114223,969.8885839649943,9.71446749,-0.07649187,-0.038245935,-44.27272727272727,-8.727272727272728,8.36734693877551
3.235755205154419,25.364923605229706,969.8206134707928,9.71446749,-0.15298374,0.0,-44.72727272727273,-8.727272727272728,8.26530612244898
3.3096232414245605,25.360506378114223,969.8206134707928,9.752713425,-0.114737805,-0.038245935,-44.36363636363637,-8.818181818181818,7.653061224489796
3.3855390548706055,25.364923605229706,969.8206134707928,9.752713425,-0.07649187,-0.038245935,-44.36363636363637,-8.818181818181818,7.959183673469387
3.4616611003875732,25.364923605229706,969.8206134707928,9.752713425,-0.07649187,-0.038245935,-44.45454545454545,-8.545454545454545,7.448979591836736
3.5376968383789062,25.369340827688575,969.8885839649943,9.71446749,-0.114737805,-0.038245935,-44.54545454545455,-8.727272727272728,8.061224489795919
3.6159398555755615,25.37375804549083,969.7427750970269,9.752713425,-0.038245935,-0.038245935,-44.72727272727273,-8.818181818181818,7.551020408163265
3.6928977966308594,25.364923605229706,969.7329085660145,9.79095936,-0.038245935,-0.07649187,-44.63636363636363,-9.090909090909092,7.551020408163265
3.7687137126922607,25.364923605229706,969.7329085660145,9.79095936,-0.038245935,-0.07649187,-44.63636363636363,-9.0,7.755102040816326
3.844618558883667,25.364923605229706,969.7427750970269,9.752713425,-0.15298374,-0.07649187,-44.72727272727273,-8.727272727272728,7.551020408163265
3.9492404460906982,25.35608914634213,969.8299297394492,9.71446749,-0.114737805,0.0,-44.81818181818182,-8.90909090909091,7.959183673469387
4.026066303253174,25.360506378114223,969.8008789144287,9.752713425,-0.15298374,0.038245935,-44.90909090909091,-8.90909090909091,7.653061224489796
4.102869510650635,25.35608914634213,969.8984519747096,9.71446749,-0.07649187,0.07649187,-44.90909090909091,-9.272727272727273,7.653061224489796
4.178788185119629,25.360506378114223,969.8107462004297,9.71446749,-0.07649187,0.07649187,-45.18181818181819,-9.090909090909092,7.346938775510205
4.254627227783203,25.364923605229706,969.8595327064814,9.752713425,-0.07649187,0.07649187,-45.18181818181819,-9.181818181818182,7.244897959183673
4.330453157424927,25.35608914634213,969.8107462004297,9.71446749,-0.07649187,0.0,-45.09090909090909,-9.272727272727273,7.755102040816326
