,time,temperature,pressure,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z
0,-9.995548963546753,24.03954662149772,969.4409465363493,-0.267721545,-9.446745945000002,-1.14737805,-15.090909090909092,33.63636363636363,-3.571428571428571
1,7.62939453125e-06,23.97768546035513,969.3602146664686,-0.267721545,-9.370254075,-1.109132115,-15.090909090909092,33.63636363636363,-2.8571428571428568
2,0.03291130065917968,23.995360170956705,969.3221901152779,-0.267721545,-9.446745945000002,-1.109132115,-15.090909090909092,33.63636363636363,-3.36734693877551
3,0.06574201583862305,24.00861615501344,969.3419830045395,-0.191229675,-9.446745945000002,-1.109132115,-15.363636363636365,33.81818181818182,-3.36734693877551
4,0.09874367713928223,24.01303480705246,969.4393922666269,-0.191229675,-9.446745945000002,-1.109132115,-15.363636363636365,33.81818181818182,-3.36734693877551
5,0.13164353370666504,24.021872097160667,969.4203775409791,-0.191229675,-9.446745945000002,-1.109132115,-15.18181818181818,34.0,-2.8571428571428568
6,0.16456198692321775,24.021872097160667,969.3237420422654,-0.191229675,-9.48499188,-1.109132115,-15.18181818181818,34.0,-2.8571428571428568
7,0.19751501083374023,24.030709368642416,969.3427596919314,-0.191229675,-9.48499188,-1.109132115,-15.0,33.45454545454545,-2.8571428571428568
8,0.23173356056213376,24.043965240940448,969.3914649610113,-0.191229675,-9.48499188,-1.109132115,-15.0,33.45454545454545,-2.8571428571428568
9,0.2646982669830322,24.03954662149772,969.4211539519623,-0.15298374,-9.446745945000002,-1.109132115,-15.27272727272727,33.72727272727273,-2.8571428571428568
10,0.2975199222564697,24.03954662149772,969.3625516581665,-0.15298374,-9.446745945000002,-1.109132115,-15.27272727272727,33.72727272727273,-2.8571428571428568
11,0.33037376403808594,24.03954662149772,969.3237420422654,-0.15298374,-9.446745945000002,-1.109132115,-15.090909090909092,33.72727272727273,-3.26530612244898
12,0.3631925582885742,24.03954662149772,969.3336376324477,-0.22947561,-9.446745945000002,-1.032640245,-15.090909090909092,33.72727272727273,-3.26530612244898
13,0.39606523513793945,24.03954662149772,969.4112576368931,-0.22947561,-9.446745945000002,-1.032640245,-15.090909090909092,33.90909090909092,-2.244897959183673
14,0.4288749694824218,24.043965240940448,969.4211539519623,-0.22947561,-9.446745945000002,-1.032640245,-15.090909090909092,33.90909090909092,-2.244897959183673
15,0.4634494781494141,24.043965240940448,969.4112576368931,-0.191229675,-9.48499188,-1.185623985,-14.909090909090908,33.63636363636363,-2.5510204081632644
16,0.4964401721954346,24.03954662149772,969.4211539519623,-0.191229675,-9.48499188,-1.185623985,-14.909090909090908,33.63636363636363,-2.5510204081632644
17,0.5293929576873779,24.043965240940448,969.382343563419,-0.191229675,-9.48499188,-1.185623985,-14.81818181818182,33.54545454545454,-2.8571428571428568
18,0.5622057914733887,24.03954662149772,969.3435332073839,-0.267721545,-9.446745945000002,-1.109132115,-14.81818181818182,33.54545454545454,-2.8571428571428568
19,0.5968344211578369,24.048383855726566,969.382343563419,-0.267721545,-9.446745945000002,-1.109132115,-15.0,33.63636363636363,-2.142857142857143
20,0.6297261714935304,24.043965240940448,969.3534287670726,-0.267721545,-9.446745945000002,-1.109132115,-15.0,33.63636363636363,-2.142857142857143
